State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,A_Wh_Comp,CI_Min_A_Wh_Comp,CI_Max_A_Wh_Comp,A_Bl_Comp,CI_Min_A_Bl_Comp,CI_Max_A_Bl_Comp,A_Ot_Comp,CI_Min_A_Ot_Comp,CI_Max_A_Ot_Comp,A_Hi_Comp,CI_Min_A_Hi_Comp,CI_Max_A_Hi_Comp,A_Wh_BirthDef,CI_Min_A_Wh_BirthDef,CI_Max_A_Wh_BirthDef,A_Bl_BirthDef,CI_Min_A_Bl_BirthDef,CI_Max_A_Bl_BirthDef,A_Ot_BirthDef,CI_Min_A_Ot_BirthDef,CI_Max_A_Ot_BirthDef,A_Hi_BirthDef,CI_Min_A_Hi_BirthDef,CI_Max_A_Hi_BirthDef,B_Wh_Injury,CI_Min_B_Wh_Injury,CI_Max_B_Wh_Injury,B_Bl_Injury,CI_Min_B_Bl_Injury,CI_Max_B_Bl_Injury,B_Ot_Injury,CI_Min_B_Ot_Injury,CI_Max_B_Ot_Injury,B_Hi_Injury,CI_Min_B_Hi_Injury,CI_Max_B_Hi_Injury,B_Wh_Cancer,CI_Min_B_Wh_Cancer,CI_Max_B_Wh_Cancer,B_Bl_Cancer,CI_Min_B_Bl_Cancer,CI_Max_B_Bl_Cancer,B_Ot_Cancer,CI_Min_B_Ot_Cancer,CI_Max_B_Ot_Cancer,B_Hi_Cancer,CI_Min_B_Hi_Cancer,CI_Max_B_Hi_Cancer,B_Wh_Homicide,CI_Min_B_Wh_Homicide,CI_Max_B_Wh_Homicide,B_Bl_Homicide,CI_Min_B_Bl_Homicide,CI_Max_B_Bl_Homicide,B_Ot_Homicide,CI_Min_B_Ot_Homicide,CI_Max_B_Ot_Homicide,B_Hi_Homicide,CI_Min_B_Hi_Homicide,CI_Max_B_Hi_Homicide,C_Wh_Injury,CI_Min_C_Wh_Injury,CI_Max_C_Wh_Injury,C_Bl_Injury,CI_Min_C_Bl_Injury,CI_Max_C_Bl_Injury,C_Ot_Injury,CI_Min_C_Ot_Injury,CI_Max_C_Ot_Injury,C_Hi_Injury,CI_Min_C_Hi_Injury,CI_Max_C_Hi_Injury,C_Wh_Homicide,CI_Min_C_Wh_Homicide,CI_Max_C_Wh_Homicide,C_Bl_Homicide,CI_Min_C_Bl_Homicide,CI_Max_C_Bl_Homicide,C_Ot_homicide,CI_Min_C_Ot_homicide,CI_Max_C_Ot_homicide,C_Hi_Homicide,CI_Min_C_Hi_Homicide,CI_Max_C_Hi_Homicide,C_Wh_Suicide,CI_Min_C_Wh_Suicide,CI_Max_C_Wh_Suicide,C_Bl_Suicide,CI_Min_C_Bl_Suicide,CI_Max_C_Bl_Suicide,C_Ot_Suicide,CI_Min_C_Ot_Suicide,CI_Max_C_Ot_Suicide,C_Hi_Suicide,CI_Min_C_Hi_Suicide,CI_Max_C_Hi_Suicide,C_Wh_Cancer,CI_Min_C_Wh_Cancer,CI_Max_C_Wh_Cancer,C_Bl_Cancer,CI_Min_C_Bl_Cancer,CI_Max_C_Bl_Cancer,C_Ot_Cancer,CI_Min_C_Ot_Cancer,CI_Max_C_Ot_Cancer,C_Hi_Cancer,CI_Min_C_Hi_Cancer,CI_Max_C_Hi_Cancer,D_Wh_Injury,CI_Min_D_Wh_Injury,CI_Max_D_Wh_Injury,D_Bl_Injury,CI_Min_D_Bl_Injury,CI_Max_D_Bl_Injury,D_Ot_Injury,CI_Min_D_Ot_Injury,CI_Max_D_Ot_Injury,D_Hi_Injury,CI_Min_D_Hi_Injury,CI_Max_D_Hi_Injury,D_Wh_Cancer,CI_Min_D_Wh_Cancer,CI_Max_D_Wh_Cancer,D_Bl_Cancer,CI_Min_D_Bl_Cancer,CI_Max_D_Bl_Cancer,D_Ot_Cancer,CI_Min_D_Ot_Cancer,CI_Max_D_Ot_Cancer,D_Hi_Cancer,CI_Min_D_Hi_Cancer,CI_Max_D_Hi_Cancer,D_Wh_HeartDis,CI_Min_D_Wh_HeartDis,CI_Max_D_Wh_HeartDis,D_Bl_HeartDis,CI_Min_D_Bl_HeartDis,CI_Max_D_Bl_HeartDis,D_Ot_HeartDis,CI_Min_D_Ot_HeartDis,CI_Max_D_Ot_HeartDis,D_Hi_HeartDis,CI_Min_D_Hi_HeartDis,CI_Max_D_Hi_HeartDis,D_Wh_Suicide,CI_Min_D_Wh_Suicide,CI_Max_D_Wh_Suicide,D_Bl_Suicide,CI_Min_D_Bl_Suicide,CI_Max_D_Bl_Suicide,D_Ot_Suicide,CI_Min_D_Ot_Suicide,CI_Max_D_Ot_Suicide,D_Hi_Suicide,CI_Min_D_Hi_Suicide,CI_Max_D_Hi_Suicide,D_Wh_HIV,CI_Min_D_Wh_HIV,CI_Max_D_Wh_HIV,D_Bl_HIV,CI_Min_D_Bl_HIV,CI_Max_D_Bl_HIV,D_Ot_HIV,CI_Min_D_Ot_HIV,CI_Max_D_Ot_HIV,D_Hi_HIV,CI_Min_D_Hi_HIV,CI_Max_D_Hi_HIV,D_Wh_Homicide,CI_Min_D_Wh_Homicide,CI_Max_D_Wh_Homicide,D_Bl_Homicide,CI_Min_D_Bl_Homicide,CI_Max_D_Bl_Homicide,D_Ot_Homicide,CI_Min_D_Ot_Homicide,CI_Max_D_Ot_Homicide,D_Hi_Homicide,CI_Min_D_Hi_Homicide,CI_Max_D_Hi_Homicide,E_Wh_Cancer,CI_Min_E_Wh_Cancer,CI_Max_E_Wh_Cancer,E_Bl_Cancer,CI_Min_E_Bl_Cancer,CI_Max_E_Bl_Cancer,E_Ot_Cancer,CI_Min_E_Ot_Cancer,CI_Max_E_Ot_Cancer,E_Hi_Cancer,CI_Min_E_Hi_Cancer,CI_Max_E_Hi_Cancer,E_Wh_HeartDis,CI_Min_E_Wh_HeartDis,CI_Max_E_Wh_HeartDis,E_Bl_HeartDis,CI_Min_E_Bl_HeartDis,CI_Max_E_Bl_HeartDis,E_Ot_HeartDis,CI_Min_E_Ot_HeartDis,CI_Max_E_Ot_HeartDis,E_Hi_HeartDis,CI_Min_E_Hi_HeartDis,CI_Max_E_Hi_HeartDis,F_Wh_HeartDis,CI_Min_F_Wh_HeartDis,CI_Max_F_Wh_HeartDis,F_Bl_HeartDis,CI_Min_F_Bl_HeartDis,CI_Max_F_Bl_HeartDis,F_Ot_HeartDis,CI_Min_F_Ot_HeartDis,CI_Max_F_Ot_HeartDis,F_Hi_HeartDis,CI_Min_F_Hi_HeartDis,CI_Max_F_Hi_HeartDis,F_Wh_Cancer,CI_Min_F_Wh_Cancer,CI_Max_F_Wh_Cancer,F_Bl_Cancer,CI_Min_F_Bl_Cancer,CI_Max_F_Bl_Cancer,F_Ot_Cancer,CI_Min_F_Ot_Cancer,CI_Max_F_Ot_Cancer,F_Hi_Cancer,CI_Min_F_Hi_Cancer,CI_Max_F_Hi_Cancer,LCD_Time_Span
6,81,San Mateo,California,CA,2,49,38,60,-1111,-1111,-1111,33,18,49,50,35,65,22,12,31,-1111,-1111,-1111,47,31,64,25,12,38,29,12,45,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,11,-2222,-2222,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,38,28,48,-1111,-1111,-1111,30,14,46,42,28,56,18,10,25,-1111,-1111,-1111,17,3,30,22,11,33,-1111,-1111,-1111,-1111,-1111,-1111,13,-2222,-2222,-1111,-1111,-1111,11,5,17,-1111,-1111,-1111,17,3,30,12,3,21,22,18,26,-1111,-1111,-1111,12,6,18,26,18,35,17,13,21,13,4,23,32,24,40,15,8,22,-1111,-1111,-1111,13,4,23,16,9,22,-1111,-1111,-1111,11,8,14,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,12,3,20,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,19,9,30,-1111,-1111,-1111,-1111,-1111,-1111,40,38,43,34,26,41,44,39,49,35,29,42,19,17,21,19,13,25,21,17,25,16,11,22,29,28,30,27,23,31,31,28,34,30,26,33,24,23,25,28,23,32,23,20,25,22,19,25,2001-2003
6,83,Santa Barbara,California,CA,4,35,23,47,-1111,-1111,-1111,-1111,-1111,-1111,35,20,50,38,26,50,-1111,-1111,-1111,-1111,-1111,-1111,38,22,53,34,17,52,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,14,-2222,-2222,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,56,46,66,-1111,-1111,-1111,-1111,-1111,-1111,55,41,70,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,17,6,28,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,13,3,22,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,31,26,36,21,5,37,-1111,-1111,-1111,39,30,48,12,9,16,17,-2222,-2222,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,13,-2222,-2222,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,13,-2222,-2222,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,34,31,37,24,10,37,23,10,35,33,27,39,22,19,24,24,10,37,18,7,30,22,17,27,31,30,33,38,28,48,34,28,41,28,25,32,22,21,23,24,15,33,18,13,23,22,19,25,2001-2003
6,85,Santa Clara,California,CA,1,51,44,57,-1111,-1111,-1111,59,48,70,46,38,54,25,19,31,-1111,-1111,-1111,17,9,26,28,21,36,20,12,27,-1111,-1111,-1111,24,12,36,26,15,37,27,19,36,-1111,-1111,-1111,11,2,20,24,13,35,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,42,36,49,-1111,-1111,-1111,44,32,57,43,33,52,16,11,21,-1111,-1111,-1111,-1111,-1111,-1111,25,17,33,11,7,15,-1111,-1111,-1111,19,9,29,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,20,17,22,11,4,18,17,12,21,20,16,24,19,16,21,11,4,18,32,27,38,15,11,19,-1111,-1111,-1111,23,13,32,-1111,-1111,-1111,-1111,-1111,-1111,11,9,13,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,36,34,37,34,28,41,46,43,50,28,25,31,19,18,20,22,16,27,16,13,18,19,16,21,32,31,33,35,30,40,28,26,30,27,25,29,22,21,23,23,19,28,24,22,25,22,20,23,2001-2003
6,87,Santa Cruz,California,CA,14,38,22,53,-1111,-1111,-1111,-1111,-1111,-1111,41,20,61,25,12,38,-1111,-1111,-1111,-1111,-1111,-1111,32,12,51,29,9,48,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,19,-2222,-2222,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,57,44,70,-1111,-1111,-1111,-1111,-1111,-1111,62,44,80,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,10,-2222,-2222,13,4,21,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,22,17,27,-1111,-1111,-1111,-1111,-1111,-1111,34,23,45,15,11,19,-1111,-1111,-1111,-1111,-1111,-1111,16,7,24,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,13,9,16,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,36,32,39,-1111,-1111,-1111,33,18,49,26,17,35,19,16,22,-1111,-1111,-1111,28,13,42,19,11,27,34,32,35,-1111,-1111,-1111,36,28,45,26,20,32,21,19,22,-1111,-1111,-1111,18,11,25,24,19,30,2001-2003
6,89,Shasta,California,CA,6,29,14,45,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,21,7,34,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,63,50,75,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,20,9,30,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,29,24,35,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,13,9,17,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,13,9,17,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,31,28,34,-1111,-1111,-1111,38,21,54,-1111,-1111,-1111,20,17,22,-1111,-1111,-1111,16,3,28,-1111,-1111,-1111,30,29,32,-1111,-1111,-1111,30,17,42,19,10,29,21,20,23,-1111,-1111,-1111,31,19,44,18,8,27,2001-2003
6,91,Sierra,California,CA,79,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,38,26,50,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,13,4,21,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,32,27,38,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,20,15,24,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,1994-2003
6,93,Siskiyou,California,CA,34,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,50,28,72,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,10,-2222,-2222,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,20,-2222,-2222,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,10,-2222,-2222,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,24,15,32,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,17,10,24,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,13,6,19,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,12,6,18,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,31,26,36,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,20,16,24,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,29,27,31,46,26,66,13,2,24,39,19,59,24,22,26,13,-2222,-2222,21,8,34,17,-2222,-2222,1999-2003
6,95,Solano,California,CA,10,40,27,52,62,44,80,-1111,-1111,-1111,54,34,74,24,13,35,14,-2222,-2222,-1111,-1111,-1111,17,-2222,-2222,30,14,46,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,17,3,30,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,51,40,61,25,9,41,-1111,-1111,-1111,35,16,53,14,7,22,29,12,45,-1111,-1111,-1111,27,10,44,11,4,18,-1111,-1111,-1111,-1111,-1111,-1111,15,-2222,-2222,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,23,18,27,15,9,21,-1111,-1111,-1111,31,21,42,25,20,29,-1111,-1111,-1111,24,9,38,23,13,33,-1111,-1111,-1111,15,9,21,18,5,30,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,13,7,19,-1111,-1111,-1111,-1111,-1111,-1111,37,34,39,27,23,32,40,33,47,32,24,40,20,18,22,24,20,29,20,14,26,15,9,20,29,27,30,28,24,31,31,27,35,24,19,29,22,21,23,26,22,29,21,17,24,24,19,29,2001-2003
6,97,Sonoma,California,CA,9,40,28,52,-1111,-1111,-1111,-1111,-1111,-1111,35,19,52,31,20,42,-1111,-1111,-1111,-1111,-1111,-1111,32,16,49,27,13,40,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,27,13,40,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,38,29,46,-1111,-1111,-1111,-1111,-1111,-1111,44,29,59,11,6,17,-1111,-1111,-1111,-1111,-1111,-1111,16,5,27,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,21,17,25,-1111,-1111,-1111,-1111,-1111,-1111,19,11,28,17,13,20,-1111,-1111,-1111,-1111,-1111,-1111,13,6,19,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,37,34,39,26,11,40,41,29,52,28,21,36,16,14,17,11,-2222,-2222,-1111,-1111,-1111,17,11,24,29,28,30,32,20,44,25,18,31,22,17,28,22,21,23,33,21,46,25,19,32,21,16,26,2001-2003
6,99,Stanislaus,California,CA,5,50,42,58,-1111,-1111,-1111,-1111,-1111,-1111,45,34,55,23,17,30,-1111,-1111,-1111,-1111,-1111,-1111,34,24,44,50,38,62,-1111,-1111,-1111,-1111,-1111,-1111,55,39,71,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,57,49,64,-1111,-1111,-1111,-1111,-1111,-1111,55,45,66,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,16,8,24,11,6,15,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,29,26,33,23,8,38,26,10,41,37,30,44,14,11,17,10,-2222,-2222,-1111,-1111,-1111,-1111,-1111,-1111,10,8,12,13,-2222,-2222,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,13,-2222,-2222,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,10,-2222,-2222,-1111,-1111,-1111,-1111,-1111,-1111,32,29,34,30,20,40,28,19,37,24,19,28,23,21,25,31,21,41,28,19,37,18,14,23,38,37,40,34,25,43,31,25,38,35,31,39,20,19,21,19,12,26,22,16,28,20,17,23,2001-2003
6,101,Sutter,California,CA,23,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,45,23,67,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,10,-2222,-2222,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,15,-2222,-2222,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,65,52,78,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,27,20,34,-1111,-1111,-1111,14,-2222,-2222,36,16,56,21,14,27,-1111,-1111,-1111,14,-2222,-2222,14,-2222,-2222,-1111,-1111,-1111,-1111,-1111,-1111,27,9,46,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,30,26,34,-1111,-1111,-1111,15,6,23,11,2,21,24,20,27,-1111,-1111,-1111,13,5,21,30,16,43,35,33,37,30,14,46,36,29,43,33,24,42,20,18,22,27,11,42,19,13,25,26,18,34,1999-2003
6,103,Tehama,California,CA,24,57,36,77,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,58,41,74,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,15,3,27,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,26,18,34,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,12,6,18,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,11,5,17,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,13,7,19,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,35,31,39,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,21,18,25,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,29,27,31,-1111,-1111,-1111,-1111,-1111,-1111,28,16,40,23,21,24,-1111,-1111,-1111,-1111,-1111,-1111,30,17,42,1999-2003
6,105,Trinity,California,CA,85,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,33,23,42,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,12,5,18,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,10,4,17,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,34,28,39,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,23,18,28,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,25,22,27,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,26,23,29,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,-1111,1994-2003
