State_FIPS_Code,County_FIPS_Code,CHSI_County_Name,CHSI_State_Name,CHSI_State_Abbr,Strata_ID_Number,FluB_Rpt,FluB_Ind,FluB_Exp,HepA_Rpt,HepA_Ind,HepA_Exp,HepB_Rpt,HepB_Ind,HepB_Exp,Meas_Rpt,Meas_Ind,Meas_Exp,Pert_Rpt,Pert_Ind,Pert_Exp,CRS_Rpt,CRS_Ind,CRS_Exp,Syphilis_Rpt,Syphilis_Ind,Syphilis_Exp,ID_Time_Span,Pap_Smear,CI_Min_Pap_Smear,CI_Max_Pap_Smear,Mammogram,CI_Min_Mammogram,CI_Max_Mammogram,Proctoscopy,CI_Min_Proctoscopy,CI_Max_Proctoscopy,Pneumo_Vax,CI_Min_Pneumo_Vax,CI_Max_Pneumo_Vax,Flu_Vac,CI_Min_Flu_Vac,CI_Max_Flu_Vac
01,033,Colbert,Alabama,AL,21,1,3,3,0,3,5,5,4,5,0,3,0,2,3,8,0,3,0,1,3,3,1999-2003,84.3,76.2,92.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,035,Conecuh,Alabama,AL,75,1,4,0,2,3,10,0,3,4,0,3,0,0,3,8,0,3,0,1,3,6,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,037,Coosa,Alabama,AL,41,1,4,1,0,3,2,0,3,4,0,3,0,0,3,1,0,3,0,15,4,2,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,039,Covington,Alabama,AL,35,2,4,2,2,3,9,0,3,6,0,3,0,1,3,4,0,3,0,7,4,6,1999-2003,84.6,75.6,93.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,041,Crenshaw,Alabama,AL,71,0,3,0,0,3,7,2,3,3,0,3,0,2,3,3,0,3,0,16,4,5,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,043,Cullman,Alabama,AL,21,3,4,4,5,3,8,3,3,8,0,3,0,2,3,12,0,3,0,0,3,4,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,045,Dale,Alabama,AL,33,1,3,0,3,3,5,3,3,5,0,3,0,0,3,7,0,3,0,0,3,5,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,047,Dallas,Alabama,AL,52,0,3,0,1,3,5,1,3,5,0,3,0,2,4,2,0,3,0,3,3,7,1999-2003,87.1,78.7,95.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,049,DeKalb,Alabama,AL,24,1,3,3,4,3,10,1,3,7,0,3,0,0,3,3,0,3,0,1,3,3,1999-2003,84.8,77.5,92,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,051,Elmore,Alabama,AL,19,1,3,3,5,3,7,0,3,7,0,3,0,3,3,14,0,3,0,8,4,0,1999-2003,90.3,85,95.6,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,053,Escambia,Alabama,AL,51,2,4,0,0,3,10,2,3,8,0,3,0,0,3,8,0,3,0,3,4,4,1999-2003,85.6,76.9,94.2,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,055,Etowah,Alabama,AL,6,3,4,0,4,3,9,12,4,12,0,3,0,0,3,12,0,3,0,26,4,6,2001-2003,77.6,71.7,83.6,77.2,69.2,85.3,38.9,31.1,46.8,61.7,52.3,71,57.6,48.1,67.1
01,057,Fayette,Alabama,AL,63,0,3,0,2,3,15,2,3,6,0,3,0,0,3,2,0,3,0,3,4,6,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,059,Franklin,Alabama,AL,49,0,3,2,0,3,5,0,3,3,0,3,0,1,3,9,0,3,0,1,4,2,1999-2003,85,75.3,94.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,061,Geneva,Alabama,AL,64,0,3,0,1,3,8,2,3,5,0,3,0,2,4,5,0,3,0,3,4,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,063,Greene,Alabama,AL,75,0,3,0,0,3,7,1,3,3,0,3,0,1,4,6,0,3,0,11,4,4,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,065,Hale,Alabama,AL,76,1,4,0,1,3,7,0,3,5,0,3,0,1,4,2,0,3,0,11,3,17,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,067,Henry,Alabama,AL,63,0,3,0,1,3,13,2,3,5,0,3,0,2,4,2,0,3,0,6,4,5,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,069,Houston,Alabama,AL,23,1,3,0,2,3,13,8,3,13,0,3,0,9,4,9,0,3,0,7,4,4,1999-2003,84.4,77.8,90.9,87.6,79.3,95.9,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,071,Jackson,Alabama,AL,22,3,4,0,7,4,5,0,3,3,0,3,0,2,3,3,0,3,0,1,3,5,1999-2003,82.3,74.3,90.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,073,Jefferson,Alabama,AL,3,15,3,20,25,3,99,91,4,79,0,3,0,19,3,59,0,3,0,43,3,119,2001-2003,86.9,84.6,89.2,85.4,82.1,88.7,50,46.2,53.8,63.1,59,67.1,65.9,61.8,69.9
01,075,Lamar,Alabama,AL,63,0,3,0,0,3,13,1,3,5,0,3,0,0,3,2,0,3,0,4,4,5,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,077,Lauderdale,Alabama,AL,21,0,3,4,2,3,9,4,3,9,0,3,0,4,3,13,0,3,0,3,4,4,1999-2003,79.3,71.2,87.3,-1111.1,-1111.1,-1111.1,32.9,23.3,42.6,67.3,57.3,77.4,70.1,60.6,79.7
01,079,Lawrence,Alabama,AL,32,0,3,0,1,3,3,0,3,3,0,3,0,3,4,2,0,3,0,4,4,2,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,081,Lee,Alabama,AL,22,0,3,0,10,4,12,3,3,6,10,4,0,0,3,6,0,3,0,4,4,12,1999-2003,77.5,69.3,85.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,083,Limestone,Alabama,AL,19,0,3,3,2,3,7,6,3,7,0,3,0,2,3,13,0,3,0,3,4,0,1999-2003,90.4,84.4,96.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,085,Lowndes,Alabama,AL,66,1,4,0,0,3,15,3,3,4,0,3,0,2,4,1,0,3,0,11,4,7,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,087,Macon,Alabama,AL,44,0,3,0,2,3,5,1,3,5,0,3,0,1,3,2,0,3,0,12,4,2,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,089,Madison,Alabama,AL,4,8,4,9,5,3,26,20,3,17,0,3,0,11,3,17,0,3,0,22,4,9,2001-2003,85.1,81.2,89,81.5,75,87.9,45.9,38.7,53.2,66.3,58.9,73.7,70.8,63.9,77.7
01,091,Marengo,Alabama,AL,67,4,4,0,0,3,7,2,3,7,0,3,0,0,3,2,0,3,0,7,3,27,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,093,Marion,Alabama,AL,49,2,4,2,0,3,5,1,3,3,0,3,0,0,3,9,0,3,0,0,3,2,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,095,Marshall,Alabama,AL,22,1,3,0,8,4,8,8,4,4,0,3,0,4,3,4,0,3,0,7,4,8,1999-2003,76.9,67.1,86.7,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,097,Mobile,Alabama,AL,5,9,3,12,3,3,48,43,4,48,0,3,0,6,3,48,0,3,0,14,3,24,2001-2003,83.4,79.8,87.1,76.8,71.5,82,36.9,31.6,42.1,64.8,58.9,70.7,64.9,59,70.7
01,099,Monroe,Alabama,AL,67,1,3,0,1,3,7,1,3,7,0,3,0,2,4,2,0,3,0,5,3,29,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,101,Montgomery,Alabama,AL,7,1,3,7,10,3,27,20,3,27,0,3,0,11,4,13,0,3,0,192,4,27,2001-2003,84.8,80.1,89.4,83.4,77.2,89.6,44.8,37.7,51.8,61.9,53.9,69.8,66.1,58.5,73.8
01,103,Morgan,Alabama,AL,14,1,3,3,16,4,7,4,3,7,0,3,0,4,3,10,0,3,0,10,4,7,2001-2003,84.9,78.7,91,81.5,72.1,90.9,36,26.4,45.5,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,105,Perry,Alabama,AL,75,0,3,0,0,3,8,2,3,4,0,3,0,0,3,7,0,3,0,0,3,5,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,107,Pickens,Alabama,AL,76,0,3,0,1,3,8,2,3,6,0,3,0,1,3,2,0,3,0,12,3,21,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,109,Pike,Alabama,AL,35,0,3,1,1,3,7,1,3,4,0,3,0,0,3,3,0,3,0,4,4,4,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,111,Randolph,Alabama,AL,72,0,3,0,4,4,13,3,3,7,0,3,0,1,3,2,0,3,0,4,4,7,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,113,Russell,Alabama,AL,8,1,3,2,3,3,7,1,3,10,0,3,0,0,3,5,0,3,0,5,4,7,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,115,St. Clair,Alabama,AL,22,5,4,0,0,3,7,7,4,3,0,3,0,1,3,3,0,3,0,5,4,7,1999-2003,81.2,73.5,89,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,117,Shelby,Alabama,AL,11,1,3,5,22,4,9,1,3,5,0,3,0,0,3,19,0,3,0,4,4,5,2001-2003,91.9,88.6,95.2,85.7,77.6,93.8,44,35.4,52.6,-1111.1,-1111.1,-1111.1,62.8,52.8,72.8
01,119,Sumter,Alabama,AL,66,0,3,0,2,3,17,3,3,5,0,3,0,0,3,2,0,3,0,30,4,8,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,121,Talladega,Alabama,AL,8,1,3,4,3,3,12,9,3,16,0,3,0,1,3,8,0,3,0,63,4,12,1999-2003,78.5,70.2,86.8,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,123,Tallapoosa,Alabama,AL,49,4,4,2,0,3,6,3,3,4,1,3,0,0,3,12,0,3,0,22,4,2,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,125,Tuscaloosa,Alabama,AL,6,1,3,0,1,3,15,6,3,20,0,3,0,0,3,20,0,3,0,7,3,10,2001-2003,83.5,78.6,88.3,84.2,77.3,91.1,46,38.3,53.8,56.5,46.9,66.1,59.4,50.2,68.6
01,127,Walker,Alabama,AL,24,0,3,4,1,3,11,1,3,7,0,3,0,1,3,4,0,3,0,1,3,4,1999-2003,75.1,66.9,83.4,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,129,Washington,Alabama,AL,66,1,4,0,3,3,20,2,3,5,0,3,0,0,3,2,0,3,0,9,4,9,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,131,Wilcox,Alabama,AL,75,0,3,0,0,3,9,3,3,4,0,3,0,0,3,8,0,3,0,3,3,5,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
01,133,Winston,Alabama,AL,41,0,3,2,2,3,5,5,3,7,0,3,0,2,4,2,0,3,0,0,3,5,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
02,013,Aleutians East,Alaska,AK,80,0,3,0,1,3,3,2,4,1,0,3,0,0,3,1,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
02,016,Aleutians West,Alaska,AK,78,0,3,0,4,4,3,4,4,1,0,3,0,1,4,3,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
02,020,Anchorage,Alaska,AK,9,11,3,8,16,3,24,12,3,16,0,3,0,16,3,24,0,3,0,0,3,8,2001-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
02,050,Bethel,Alaska,AK,86,15,4,2,11,3,25,0,3,5,0,3,0,0,3,5,0,3,0,1,4,2,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
02,060,Bristol Bay,Alaska,AK,78,0,3,0,2,4,1,0,3,0,0,3,0,0,3,1,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
02,068,Denali,Alaska,AK,78,0,3,0,0,3,1,0,3,0,0,3,0,1,4,1,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
02,070,Dillingham,Alaska,AK,83,3,4,0,0,3,5,2,4,1,0,3,0,1,4,0,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
02,090,Fairbanks North Star,Alaska,AK,17,6,3,4,3,3,8,8,4,4,0,3,0,0,3,21,0,3,0,0,3,0,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
02,100,Haines,Alaska,AK,80,0,3,0,1,3,2,0,3,1,0,3,0,0,3,1,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
02,110,Juneau,Alaska,AK,47,1,4,0,4,4,3,0,3,2,0,3,0,2,3,3,0,3,0,0,3,0,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
02,122,Kenai Peninsula,Alaska,AK,77,6,4,5,10,4,8,10,4,8,0,3,0,63,4,20,0,3,0,0,3,3,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
02,130,Ketchikan Gateway,Alaska,AK,37,5,4,0,32,4,6,4,4,3,0,3,0,3,4,9,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
02,150,Kodiak Island,Alaska,AK,78,3,4,0,10,4,8,7,4,3,0,3,0,0,3,7,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
02,164,Lake and Peninsula,Alaska,AK,83,2,4,0,0,3,2,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
02,170,Matanuska-Susitna,Alaska,AK,77,6,4,6,5,3,9,3,3,9,0,3,0,6,3,25,0,3,0,0,3,3,1999-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
02,180,Nome,Alaska,AK,83,7,4,1,16,4,10,1,4,2,0,3,0,1,4,1,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
02,185,North Slope,Alaska,AK,80,4,4,1,45,4,7,2,4,2,0,3,0,1,3,4,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
02,188,Northwest Arctic,Alaska,AK,83,4,4,1,38,4,8,1,4,1,0,3,0,0,3,1,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
02,201,Prince of Wales-Outer Ketchikan,Alaska,AK,80,0,3,1,3,3,6,0,3,2,0,3,0,18,4,3,0,3,0,0,3,0,1994-2003,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1,-1111.1
