Feature, Estimator, Accuracy, Sample
AgeHrSex, linear, -2.13885701140557, 865
AgeHrSex, knn, 0.629915737163131, 865
AgeHrSex, logistic, 0.7030658428713763, 865
AgeHrSex, gaussian, 0.7098825058929309, 865
AgeHrSex, svc, 0.7006066073728465, 865
AgeHrSex, decision_tree, 0.5537025224174383, 865
AgeHrSex, random_forest, 0.6116291220140461, 865
AgeAnginaSex, linear, -2.0070050573394016, 865
AgeAnginaSex, knn, 0.6680220407766521, 865
AgeAnginaSex, logistic, 0.7422799567446721, 865
AgeAnginaSex, gaussian, 0.7238885446283201, 865
AgeAnginaSex, svc, 0.7249176812228135, 865
AgeAnginaSex, decision_tree, 0.6818956404461618, 865
AgeAnginaSex, random_forest, 0.6773501859007072, 865
AgeDepressionSex, linear, -0.30475804898304115, 858
AgeDepressionSex, knn, 0.6409712722298222, 858
AgeDepressionSex, logistic, 0.7142134062927497, 858
AgeDepressionSex, gaussian, 0.7153761969904241, 858
AgeDepressionSex, svc, 0.7048837209302323, 858
AgeDepressionSex, decision_tree, 0.5769083447332422, 858
AgeDepressionSex, random_forest, 0.5908891928864569, 858
AgeSexSlope, linear, -0.5784314950708352, 611
AgeSexSlope, knn, 0.7200916622598272, 611
AgeSexSlope, logistic, 0.7382584170632821, 611
AgeSexSlope, gaussian, 0.7383112991362595, 611
AgeSexSlope, svc, 0.7460259122157588, 611
AgeSexSlope, decision_tree, 0.6824096597919972, 611
AgeSexSlope, random_forest, 0.6888339502908515, 611
AgeSexVessels, linear, 0.22254593416596605, 309
AgeSexVessels, knn, 0.7275336021505376, 309
AgeSexVessels, logistic, 0.7661693548387097, 309
AgeSexVessels, gaussian, 0.7632526881720431, 309
AgeSexVessels, svc, 0.7692943548387097, 309
AgeSexVessels, decision_tree, 0.6853494623655914, 309
AgeSexVessels, random_forest, 0.7078494623655914, 309
AgeSexThal, linear, -0.3867174966222701, 434
AgeSexThal, knn, 0.7138528138528142, 434
AgeSexThal, logistic, 0.7485930735930737, 434
AgeSexThal, gaussian, 0.7235930735930737, 434
AgeSexThal, svc, 0.7692640692640692, 434
AgeSexThal, decision_tree, 0.6654761904761906, 434
AgeSexThal, random_forest, 0.6795454545454546, 434
AgeBpPain, linear, -2.124031676594767, 861
AgeBpPain, knn, 0.6853648757016841, 861
AgeBpPain, logistic, 0.7351911253675488, 861
AgeBpPain, gaussian, 0.7386661320502539, 861
AgeBpPain, svc, 0.7468992248062014, 861
AgeBpPain, decision_tree, 0.6202218658112806, 861
AgeBpPain, random_forest, 0.6713044640470461, 861
AgeCholesterolPain, linear, -0.3581302159966763, 890
AgeCholesterolPain, knn, 0.7165977187606403, 890
AgeCholesterolPain, logistic, 0.7480342753376462, 890
AgeCholesterolPain, gaussian, 0.7559368970604925, 890
AgeCholesterolPain, svc, 0.7727284076722278, 890
AgeCholesterolPain, decision_tree, 0.6213040517534898, 890
AgeCholesterolPain, random_forest, 0.6771578140960163, 890
AgePainSugar, linear, -0.07104804659513399, 830
AgePainSugar, knn, 0.6984778836600759, 830
AgePainSugar, logistic, 0.7361778122944742, 830
AgePainSugar, gaussian, 0.7217909967395716, 830
AgePainSugar, svc, 0.7408375662930468, 830
AgePainSugar, decision_tree, 0.692394315939717, 830
AgePainSugar, random_forest, 0.6851066286050125, 830
AgeEcgPain, linear, -0.4716226801228308, 918
AgeEcgPain, knn, 0.7146594639582017, 918
AgeEcgPain, logistic, 0.7493727170445262, 918
AgeEcgPain, gaussian, 0.7297477767674121, 918
AgeEcgPain, svc, 0.7472097210877016, 918
AgeEcgPain, decision_tree, 0.6741676042517557, 918
AgeEcgPain, random_forest, 0.6927058448797578, 918
AgeHrPain, linear, -1.8319778559531208, 865
AgeHrPain, knn, 0.6914230516876868, 865
AgeHrPain, logistic, 0.7562483293237102, 865
AgeHrPain, gaussian, 0.7504477412456563, 865
AgeHrPain, svc, 0.7620212753031518, 865
AgeHrPain, decision_tree, 0.6312501518796627, 865
AgeHrPain, random_forest, 0.6727527885106073, 865
AgeAnginaPain, linear, -1.785114487367076, 865
AgeAnginaPain, knn, 0.7075031590969842, 865
AgeAnginaPain, logistic, 0.7656697285606667, 865
AgeAnginaPain, gaussian, 0.7678892979514471, 865
AgeAnginaPain, svc, 0.7505531457315738, 865
AgeAnginaPain, decision_tree, 0.6994432091565211, 865
AgeAnginaPain, random_forest, 0.7017824597215135, 865
AgeDepressionPain, linear, -0.16487281000862555, 858
AgeDepressionPain, knn, 0.6957455540355678, 858
AgeDepressionPain, logistic, 0.738878248974008, 858
AgeDepressionPain, gaussian, 0.7493296853625171, 858
AgeDepressionPain, svc, 0.7679480164158686, 858
AgeDepressionPain, decision_tree, 0.6281942544459644, 858
AgeDepressionPain, random_forest, 0.6538440492476061, 858
AgePainSlope, linear, -0.461792733086891, 611
AgePainSlope, knn, 0.7574484399788473, 611
AgePainSlope, logistic, 0.7641723955579057, 611
AgePainSlope, gaussian, 0.7657579763793408, 611
AgePainSlope, svc, 0.7788172043010751, 611
AgePainSlope, decision_tree, 0.7033165873435572, 611
AgePainSlope, random_forest, 0.7327498677948177, 611
AgePainVessels, linear, 0.2563027513955175, 309
AgePainVessels, knn, 0.7731518817204301, 309
AgePainVessels, logistic, 0.7365927419354839, 309
AgePainVessels, gaussian, 0.7301344086021506, 309
AgePainVessels, svc, 0.7569018817204302, 309
AgePainVessels, decision_tree, 0.7279502688172043, 309
AgePainVessels, random_forest, 0.7303427419354839, 309
AgePainThal, linear, -0.2629070281103384, 434
AgePainThal, knn, 0.7557359307359307, 434
AgePainThal, logistic, 0.7878787878787878, 434
AgePainThal, gaussian, 0.7880952380952382, 434
AgePainThal, svc, 0.7720779220779219, 434
AgePainThal, decision_tree, 0.7280303030303029, 434
AgePainThal, random_forest, 0.7466450216450216, 434
AgeBpCholesterol, linear, -3.503456543018335, 834
AgeBpCholesterol, knn, 0.6031580101920286, 834
AgeBpCholesterol, logistic, 0.6295492895953562, 834
AgeBpCholesterol, gaussian, 0.6611587526576895, 834
AgeBpCholesterol, svc, 0.6466155377813776, 834
AgeBpCholesterol, decision_tree, 0.5105016705477372, 834
AgeBpCholesterol, random_forest, 0.5346117242077553, 834
AgeBpSugar, linear, -2.518342124033931, 772
AgeBpSugar, knn, 0.5193665983139668, 772
AgeBpSugar, logistic, 0.6207411010042589, 772
AgeBpSugar, gaussian, 0.607941619783725, 772
AgeBpSugar, svc, 0.5919470879997196, 772
AgeBpSugar, decision_tree, 0.4987898066845435, 772
AgeBpSugar, random_forest, 0.5283409572883258, 772
AgeBpEcg, linear, -3.2777877371872877, 859
AgeBpEcg, knn, 0.5367856974385583, 859
AgeBpEcg, logistic, 0.6063370913722346, 859
AgeBpEcg, gaussian, 0.5993867635265815, 859
AgeBpEcg, svc, 0.5738063116184726, 859
AgeBpEcg, decision_tree, 0.4786321681840338, 859
AgeBpEcg, random_forest, 0.4903004858719751, 859
AgeBpHr, linear, -2.2295760187162728, 861
AgeBpHr, knn, 0.6155707030205828, 861
AgeBpHr, logistic, 0.679537556802994, 861
AgeBpHr, gaussian, 0.6807137129109864, 861
AgeBpHr, svc, 0.6713712910986368, 861
AgeBpHr, decision_tree, 0.5691259021651965, 861
AgeBpHr, random_forest, 0.6039962576851109, 861
AgeAnginaBp, linear, -2.128729611954934, 861
AgeAnginaBp, knn, 0.6853247794707299, 861
AgeAnginaBp, logistic, 0.7085805934242181, 861
AgeAnginaBp, gaussian, 0.7167334937182572, 861
AgeAnginaBp, svc, 0.700414327719861, 861
AgeAnginaBp, decision_tree, 0.5830392943063353, 861
AgeAnginaBp, random_forest, 0.6085672280139001, 861
AgeBpDepression, linear, -0.4539780703062258, 854
AgeBpDepression, knn, 0.6124662888411179, 854
AgeBpDepression, logistic, 0.6886495993746335, 854
AgeBpDepression, gaussian, 0.6826711614878511, 854
AgeBpDepression, svc, 0.6884987948667839, 854
AgeBpDepression, decision_tree, 0.5456654289622825, 854
AgeBpDepression, random_forest, 0.5864458341476124, 854
AgeBpSlope, linear, -0.7616396503148176, 608
AgeBpSlope, knn, 0.6561810329631589, 608
AgeBpSlope, logistic, 0.7021417239555792, 608
AgeBpSlope, gaussian, 0.6825780010576415, 608
AgeBpSlope, svc, 0.7021426053234621, 608
AgeBpSlope, decision_tree, 0.5822712850343732, 608
AgeBpSlope, random_forest, 0.6265371055878723, 608
AgeBpVessels, linear, 0.16484451084582727, 309
AgeBpVessels, knn, 0.7310685483870968, 309
AgeBpVessels, logistic, 0.7272110215053764, 309
AgeBpVessels, gaussian, 0.7240860215053765, 309
AgeBpVessels, svc, 0.7371102150537634, 309
AgeBpVessels, decision_tree, 0.6460819892473117, 309
AgeBpVessels, random_forest, 0.6946102150537634, 309
AgeBpThal, linear, -0.5204466549356219, 430
AgeBpThal, knn, 0.7226291150709756, 430
AgeBpThal, logistic, 0.7342117185140441, 430
AgeBpThal, gaussian, 0.7345389107017013, 430
AgeBpThal, svc, 0.7552552099063726, 430
AgeBpThal, decision_tree, 0.6387722742373906, 430
AgeBpThal, random_forest, 0.6600347327091514, 430
AgeCholesterolSugar, linear, -0.2746005125593302, 800
AgeCholesterolSugar, knn, 0.5523784966401, 800
AgeCholesterolSugar, logistic, 0.6259599156118144, 800
AgeCholesterolSugar, gaussian, 0.6151281450226598, 800
AgeCholesterolSugar, svc, 0.6359595249257697, 800
AgeCholesterolSugar, decision_tree, 0.5161257618377871, 800
AgeCholesterolSugar, random_forest, 0.5586574074074073, 800
AgeCholesterolEcg, linear, -0.6986401297103428, 888
AgeCholesterolEcg, knn, 0.5856290432414027, 888
AgeCholesterolEcg, logistic, 0.6374804221995232, 888
AgeCholesterolEcg, gaussian, 0.6592353308364545, 888
AgeCholesterolEcg, svc, 0.635397798206787, 888
AgeCholesterolEcg, decision_tree, 0.5021603677221653, 888
AgeCholesterolEcg, random_forest, 0.5193210191805697, 888
AgeCholesterolHr, linear, -2.5818768904521128, 838
AgeCholesterolHr, knn, 0.6469869393540548, 838
AgeCholesterolHr, logistic, 0.6733061658398299, 838
AgeCholesterolHr, gaussian, 0.6929381391110662, 838
AgeCholesterolHr, svc, 0.6925405824980594, 838
AgeCholesterolHr, decision_tree, 0.563317977793527, 838
AgeCholesterolHr, random_forest, 0.5965983260774189, 838
AgeAnginaCholesterol, linear, -2.3868903674011834, 838
AgeAnginaCholesterol, knn, 0.6864307650771151, 838
AgeAnginaCholesterol, logistic, 0.7584634335661976, 838
AgeAnginaCholesterol, gaussian, 0.7752298268705072, 838
AgeAnginaCholesterol, svc, 0.7704255678174884, 838
AgeAnginaCholesterol, decision_tree, 0.6312672538895077, 838
AgeAnginaCholesterol, random_forest, 0.6636829671627688, 838
AgeCholesterolDepression, linear, -3.0231061199976823, 831
AgeCholesterolDepression, knn, 0.6616742230245022, 831
AgeCholesterolDepression, logistic, 0.7172417894574816, 831
AgeCholesterolDepression, gaussian, 0.7447497306298364, 831
AgeCholesterolDepression, svc, 0.7315264542490519, 831
AgeCholesterolDepression, decision_tree, 0.5690035402935785, 831
AgeCholesterolDepression, random_forest, 0.6146852217231294, 831
AgeCholesterolSlope, linear, -0.5805877569704276, 603
AgeCholesterolSlope, knn, 0.6930309345188478, 603
AgeCholesterolSlope, logistic, 0.7263735296841715, 603
AgeCholesterolSlope, gaussian, 0.7427933685282949, 603
AgeCholesterolSlope, svc, 0.7591312401593034, 603
AgeCholesterolSlope, decision_tree, 0.6036491618042048, 603
AgeCholesterolSlope, random_forest, 0.6150134296563861, 603
AgeCholesterolVessels, linear, 0.14521159201867412, 308
AgeCholesterolVessels, knn, 0.71375, 308
AgeCholesterolVessels, logistic, 0.7395833333333334, 308
AgeCholesterolVessels, gaussian, 0.7166666666666666, 308
AgeCholesterolVessels, svc, 0.7393750000000001, 308
AgeCholesterolVessels, decision_tree, 0.6252083333333334, 308
AgeCholesterolVessels, random_forest, 0.6410416666666666, 308
AgeCholesterolThal, linear, -0.12218117470695393, 432
AgeCholesterolThal, knn, 0.7417748917748916, 432
AgeCholesterolThal, logistic, 0.7647186147186148, 432
AgeCholesterolThal, gaussian, 0.7862554112554114, 432
AgeCholesterolThal, svc, 0.7926406926406928, 432
AgeCholesterolThal, decision_tree, 0.7053030303030303, 432
AgeCholesterolThal, random_forest, 0.7071428571428571, 432
AgeEcgSugar, linear, -0.306928124626312, 829
AgeEcgSugar, knn, 0.5002980563368457, 829
AgeEcgSugar, logistic, 0.601740061290458, 829
AgeEcgSugar, gaussian, 0.6274390243902439, 829
AgeEcgSugar, svc, 0.5510201083077957, 829
AgeEcgSugar, decision_tree, 0.4858535186040328, 829
AgeEcgSugar, random_forest, 0.4969162363740677, 829
AgeHrSugar, linear, -1.6883886261349872, 775
AgeHrSugar, knn, 0.5932576195734091, 775
AgeHrSugar, logistic, 0.6899841386683491, 775
AgeHrSugar, gaussian, 0.6720516325779483, 775
AgeHrSugar, svc, 0.6590470932576196, 775
AgeHrSugar, decision_tree, 0.548269274585064, 775
AgeHrSugar, random_forest, 0.5649372557267294, 775
AgeAnginaSugar, linear, -1.5363619794111358, 775
AgeAnginaSugar, knn, 0.7047772403035562, 775
AgeAnginaSugar, logistic, 0.7435257724731408, 775
AgeAnginaSugar, gaussian, 0.7383300909616699, 775
AgeAnginaSugar, svc, 0.7511843419738156, 775
AgeAnginaSugar, decision_tree, 0.6630772736035895, 775
AgeAnginaSugar, random_forest, 0.6527043132306289, 775
AgeDepressionSugar, linear, -2.22138020556847, 772
AgeDepressionSugar, knn, 0.5899122807017545, 772
AgeDepressionSugar, logistic, 0.6880904183535762, 772
AgeDepressionSugar, gaussian, 0.6867408906882592, 772
AgeDepressionSugar, svc, 0.6708839406207827, 772
AgeDepressionSugar, decision_tree, 0.5645748987854251, 772
AgeDepressionSugar, random_forest, 0.5681511470985156, 772
AgeSlopeSugar, linear, -1.0027895196041692, 542
AgeSlopeSugar, knn, 0.6843771043771044, 542
AgeSlopeSugar, logistic, 0.7231649831649832, 542
AgeSlopeSugar, gaussian, 0.6936700336700339, 542
AgeSlopeSugar, svc, 0.7305723905723907, 542
AgeSlopeSugar, decision_tree, 0.6343434343434345, 542
AgeSlopeSugar, random_forest, 0.6547138047138048, 542
AgeSugarVessels, linear, 0.16548019690444865, 304
AgeSugarVessels, knn, 0.7068817204301076, 304
AgeSugarVessels, logistic, 0.73, 304
AgeSugarVessels, gaussian, 0.7432258064516128, 304
AgeSugarVessels, svc, 0.7267741935483871, 304
AgeSugarVessels, decision_tree, 0.6574193548387097, 304
AgeSugarVessels, random_forest, 0.6643010752688172, 304
AgeSugarThal, linear, -0.5380345881574076, 406
AgeSugarThal, knn, 0.7339634146341464, 406
AgeSugarThal, logistic, 0.7488414634146342, 406
AgeSugarThal, gaussian, 0.7489024390243904, 406
AgeSugarThal, svc, 0.7588414634146343, 406
AgeSugarThal, decision_tree, 0.6501219512195122, 406
AgeSugarThal, random_forest, 0.6475, 406
AgeEcgHr, linear, -2.392407638752411, 863
AgeEcgHr, knn, 0.6266287575028554, 863
AgeEcgHr, logistic, 0.6709997934436588, 863
AgeEcgHr, gaussian, 0.6755716750504241, 863
AgeEcgHr, svc, 0.6638377560691114, 863
AgeEcgHr, decision_tree, 0.5073655561225731, 863
AgeEcgHr, random_forest, 0.5500309834511921, 863
AgeAnginaEcg, linear, -2.1891028736564286, 863
AgeAnginaEcg, knn, 0.6012195936915263, 863
AgeAnginaEcg, logistic, 0.7116309445699983, 863
AgeAnginaEcg, gaussian, 0.7104016305800589, 863
AgeAnginaEcg, svc, 0.7173923476950741, 863
AgeAnginaEcg, decision_tree, 0.6068880464630265, 863
AgeAnginaEcg, random_forest, 0.5940970450292824, 863
AgeDepressionEcg, linear, -2.542601222766008, 856
AgeDepressionEcg, knn, 0.5770314637482901, 856
AgeDepressionEcg, logistic, 0.6836388508891929, 856
AgeDepressionEcg, gaussian, 0.6754719562243501, 856
AgeDepressionEcg, svc, 0.6869493844049248, 856
AgeDepressionEcg, decision_tree, 0.5278659370725035, 856
AgeDepressionEcg, random_forest, 0.5442134062927497, 856
AgeEcgSlope, linear, -0.7277583673985417, 610
AgeEcgSlope, knn, 0.6869557553322757, 610
AgeEcgSlope, logistic, 0.7015265291732768, 610
AgeEcgSlope, gaussian, 0.6853463775780011, 610
AgeEcgSlope, svc, 0.7080839062224573, 610
AgeEcgSlope, decision_tree, 0.6246016217169046, 610
AgeEcgSlope, random_forest, 0.6394914507315353, 610
AgeEcgVessels, linear, 0.16396049620868552, 309
AgeEcgVessels, knn, 0.7075336021505375, 309
AgeEcgVessels, logistic, 0.7437768817204301, 309
AgeEcgVessels, gaussian, 0.7215860215053764, 309
AgeEcgVessels, svc, 0.7535685483870967, 309
AgeEcgVessels, decision_tree, 0.6947244623655914, 309
AgeEcgVessels, random_forest, 0.6875268817204301, 309
AgeEcgThal, linear, -0.5413653459275496, 434
AgeEcgThal, knn, 0.7088744588744589, 434
AgeEcgThal, logistic, 0.7439393939393939, 434
AgeEcgThal, gaussian, 0.7374458874458875, 434
AgeEcgThal, svc, 0.7464285714285714, 434
AgeEcgThal, decision_tree, 0.6408008658008658, 434
AgeEcgThal, random_forest, 0.6544372294372295, 434
AgeAnginaHr, linear, -1.819825021767043, 865
AgeAnginaHr, knn, 0.6531970668999538, 865
AgeAnginaHr, logistic, 0.7367591310053221, 865
AgeAnginaHr, gaussian, 0.7390847124006708, 865
AgeAnginaHr, svc, 0.7333767709168671, 865
AgeAnginaHr, decision_tree, 0.6115765716507497, 865
AgeAnginaHr, random_forest, 0.6220687225097811, 865
AgeDepressionHr, linear, -1.8054993684860052, 857
AgeDepressionHr, knn, 0.6440805159273011, 857
AgeDepressionHr, logistic, 0.7267197576705099, 857
AgeDepressionHr, gaussian, 0.7185251775128656, 857
AgeDepressionHr, svc, 0.7197296593055826, 857
AgeDepressionHr, decision_tree, 0.5801136733763272, 857
AgeDepressionHr, random_forest, 0.6313718975962479, 857
AgeHrSlope, linear, -0.4285046442163412, 610
AgeHrSlope, knn, 0.7016419883659439, 610
AgeHrSlope, logistic, 0.7359897761325579, 610
AgeHrSlope, gaussian, 0.7392993125330513, 610
AgeHrSlope, svc, 0.7259659791997182, 610
AgeHrSlope, decision_tree, 0.6600872554204125, 610
AgeHrSlope, random_forest, 0.6785254715318174, 610
AgeHrVessels, linear, 0.2678920569997772, 309
AgeHrVessels, knn, 0.7277352150537635, 309
AgeHrVessels, logistic, 0.7376276881720429, 309
AgeHrVessels, gaussian, 0.7374126344086022, 309
AgeHrVessels, svc, 0.7533602150537634, 309
AgeHrVessels, decision_tree, 0.6464986559139784, 309
AgeHrVessels, random_forest, 0.6951344086021506, 309
AgeHrThal, linear, -0.040588498420414544, 432
AgeHrThal, knn, 0.7620884929024465, 432
AgeHrThal, logistic, 0.77572485653881, 432
AgeHrThal, gaussian, 0.7661507097553608, 432
AgeHrThal, svc, 0.7755612604449814, 432
AgeHrThal, decision_tree, 0.6735679049632539, 432
AgeHrThal, random_forest, 0.7133972616530755, 432
AgeAnginaDepression, linear, -1.9901245471900952, 857
AgeAnginaDepression, knn, 0.630140707445769, 857
AgeAnginaDepression, logistic, 0.7374744316331183, 857
AgeAnginaDepression, gaussian, 0.747953227802749, 857
AgeAnginaDepression, svc, 0.7374604260308775, 857
AgeAnginaDepression, decision_tree, 0.5860103576314246, 857
AgeAnginaDepression, random_forest, 0.5824662888411178, 857
AgeAnginaSlope, linear, -0.5833497222895437, 610
AgeAnginaSlope, knn, 0.6917556848228451, 610
AgeAnginaSlope, logistic, 0.7391142252776308, 610
AgeAnginaSlope, gaussian, 0.7326916975145427, 610
AgeAnginaSlope, svc, 0.747337387625595, 610
AgeAnginaSlope, decision_tree, 0.7129922439626301, 610
AgeAnginaSlope, random_forest, 0.7145222986074387, 610
AgeAnginaVessels, linear, 0.3125113957777518, 309
AgeAnginaVessels, knn, 0.7379368279569892, 309
AgeAnginaVessels, logistic, 0.7605443548387096, 309
AgeAnginaVessels, gaussian, 0.7506518817204301, 309
AgeAnginaVessels, svc, 0.7803360215053764, 309
AgeAnginaVessels, decision_tree, 0.6787836021505377, 309
AgeAnginaVessels, random_forest, 0.6920094086021507, 309
AgeAnginaThal, linear, -0.4235722103913589, 432
AgeAnginaThal, knn, 0.7355783751132587, 432
AgeAnginaThal, logistic, 0.7614995469646632, 432
AgeAnginaThal, gaussian, 0.7545731400382563, 432
AgeAnginaThal, svc, 0.7729663747105606, 432
AgeAnginaThal, decision_tree, 0.709720124836404, 432
AgeAnginaThal, random_forest, 0.6960862780630223, 432
AgeDepressionSlope, linear, -0.7542455572252682, 611
AgeDepressionSlope, knn, 0.7088022210470649, 611
AgeDepressionSlope, logistic, 0.7168640930724484, 611
AgeDepressionSlope, gaussian, 0.73156619072801, 611
AgeDepressionSlope, svc, 0.7298730830248547, 611
AgeDepressionSlope, decision_tree, 0.5927666137845936, 611
AgeDepressionSlope, random_forest, 0.6401833245196545, 611
AgeDepressionVessels, linear, 0.2515079932583324, 309
AgeDepressionVessels, knn, 0.7469018817204301, 309
AgeDepressionVessels, logistic, 0.7533534946236559, 309
AgeDepressionVessels, gaussian, 0.7532526881720429, 309
AgeDepressionVessels, svc, 0.7724260752688172, 309
AgeDepressionVessels, decision_tree, 0.6365994623655913, 309
AgeDepressionVessels, random_forest, 0.6744086021505377, 309
AgeDepressionThal, linear, -0.6946317604180265, 427
AgeDepressionThal, knn, 0.7070547669384879, 427
AgeDepressionThal, logistic, 0.7469822812846071, 427
AgeDepressionThal, gaussian, 0.7492524916943523, 427
AgeDepressionThal, svc, 0.7611018826135105, 427
AgeDepressionThal, decision_tree, 0.6411079230846672, 427
AgeDepressionThal, random_forest, 0.6650810429880198, 427
AgeSlopeVessels, linear, 0.23073652362049654, 306
AgeSlopeVessels, knn, 0.6890053763440861, 306
AgeSlopeVessels, logistic, 0.7449327956989248, 306
AgeSlopeVessels, gaussian, 0.754616935483871, 306
AgeSlopeVessels, svc, 0.7184811827956991, 306
AgeSlopeVessels, decision_tree, 0.6299663978494624, 306
AgeSlopeVessels, random_forest, 0.6664112903225806, 306
AgeSlopeThal, linear, -0.4135620658822908, 385
AgeSlopeThal, knn, 0.7453002699055331, 385
AgeSlopeThal, logistic, 0.7476012145748987, 385
AgeSlopeThal, gaussian, 0.7579284750337382, 385
AgeSlopeThal, svc, 0.7971322537112011, 385
AgeSlopeThal, decision_tree, 0.7085323886639677, 385
AgeSlopeThal, random_forest, 0.6985323886639676, 385
AgeThalVessels, linear, 0.3661929509535409, 299
AgeThalVessels, knn, 0.7791954022988505, 299
AgeThalVessels, logistic, 0.7859770114942528, 299
AgeThalVessels, gaussian, 0.7626436781609195, 299
AgeThalVessels, svc, 0.7527586206896552, 299
AgeThalVessels, decision_tree, 0.6986206896551724, 299
AgeThalVessels, random_forest, 0.7155172413793103, 299
BpPainSex, linear, -1.5775659228549377, 861
BpPainSex, knn, 0.7259288960171077, 861
BpPainSex, logistic, 0.7433039294306335, 861
BpPainSex, gaussian, 0.7317161186848437, 861
BpPainSex, svc, 0.7689254210104248, 861
BpPainSex, decision_tree, 0.7282544774124566, 861
BpPainSex, random_forest, 0.7352713178294574, 861
CholesterolPainSex, linear, -0.2703045696538833, 890
CholesterolPainSex, knn, 0.7200553285665645, 890
CholesterolPainSex, logistic, 0.7336145159459766, 890
CholesterolPainSex, gaussian, 0.7426163318579049, 890
CholesterolPainSex, svc, 0.7627905459085234, 890
CholesterolPainSex, decision_tree, 0.6739212348201112, 890
CholesterolPainSex, random_forest, 0.6762067302235841, 890
PainSexSugar, linear, -0.031115969319190136, 830
PainSexSugar, knn, 0.6889631697521794, 830
PainSexSugar, logistic, 0.7407927878762436, 830
PainSexSugar, gaussian, 0.7253470327302242, 830
PainSexSugar, svc, 0.7480808250423296, 830
PainSexSugar, decision_tree, 0.7480808250423296, 830
PainSexSugar, random_forest, 0.7432905839385416, 830
EcgPainSex, linear, -0.3597654270143572, 918
EcgPainSex, knn, 0.6315148035695021, 918
EcgPainSex, logistic, 0.7373917924058176, 918
EcgPainSex, gaussian, 0.7330439663188612, 918
EcgPainSex, svc, 0.7460394093984556, 918
EcgPainSex, decision_tree, 0.7635382149407395, 918
EcgPainSex, random_forest, 0.7559295192885657, 918
HrPainSex, linear, -1.3397718945756474, 865
HrPainSex, knn, 0.7596692668464923, 865
HrPainSex, logistic, 0.7665527569196373, 865
HrPainSex, gaussian, 0.7654036353916064, 865
HrPainSex, svc, 0.7677951325605694, 865
HrPainSex, decision_tree, 0.6996157444533547, 865
HrPainSex, random_forest, 0.7353296396199365, 865
AnginaPainSex, linear, -1.3300464863684531, 865
AnginaPainSex, knn, 0.7052577701635442, 865
AnginaPainSex, logistic, 0.7908774999392479, 865
AnginaPainSex, gaussian, 0.7908774999392479, 865
AnginaPainSex, svc, 0.7921590605331582, 865
AnginaPainSex, decision_tree, 0.7898204174868169, 865
AnginaPainSex, random_forest, 0.7875212631527788, 865
DepressionPainSex, linear, -0.10489109715757113, 858
DepressionPainSex, knn, 0.7458823529411763, 858
DepressionPainSex, logistic, 0.7783994528043774, 858
DepressionPainSex, gaussian, 0.7783994528043774, 858
